일자,구분,원재료코드,원재료명,거래처,LOT번호,수량,단위,단가,금액,수량_kg,창고,발주번호,비고,납기예정일
2026-03-25,IN,MAT-012,포장재,팩앤팩,L260325-07,14500,장,1500,21750000,14500.0,자재창고,PO-2603-059,,2026-03-25
2026-03-25,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,82.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-25,OUT,MAT-002,피스타치오페이스트,,,56,통,49000,2744000,56.0,냉장창고,,DUBAI라인 투입,
2026-03-25,OUT,MAT-003,헤이즐넛페이스트,,,48,통,18500,888000,47.8,냉장창고,,ITALY라인 투입,
2026-03-25,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,6.6,원료창고A,,ITALY라인 투입,
2026-03-25,OUT,MAT-005,마시멜로,,,66,봉,5600,369600,65.3,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-25,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.5,원료창고B,,ITALY라인 투입,
2026-03-25,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,13.7,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-25,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.4,원료창고A,,DUBAI라인 투입,
2026-03-25,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.3,원료창고A,,DUBAI라인 투입,
2026-03-25,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.1,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-25,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,6.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-25,OUT,MAT-012,포장재,,,2760,장,1500,4140000,2760.0,자재창고,,전체라인 투입,
2026-03-26,IN,MAT-001,카다이프,중동식품,L260326-01,44,팩,62500,2750000,220.0,원료창고A,PO-2603-008,,2026-03-26
2026-03-26,IN,MAT-004,헤이즐넛분태,유로넛츠,L260326-02,38,봉,15300,581400,38.0,원료창고A,PO-2603-019,,2026-03-26
2026-03-26,IN,MAT-006,다크초콜릿,카카오트레이드,L260326-03,7,백,56250,393750,17.5,원료창고B,PO-2603-031,,2026-03-26
2026-03-26,IN,MAT-009,말차파우더,티파우더,L260326-04,24,파우치,22750,546000,12.0,원료창고A,PO-2603-045,,2026-03-26
2026-03-26,OUT,MAT-001,카다이프,,,16,팩,62500,1000000,79.7,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-26,OUT,MAT-002,피스타치오페이스트,,,58,통,49000,2842000,57.4,냉장창고,,DUBAI라인 투입,
2026-03-26,OUT,MAT-003,헤이즐넛페이스트,,,50,통,18500,925000,49.6,냉장창고,,ITALY라인 투입,
2026-03-26,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,6.9,원료창고A,,ITALY라인 투입,
2026-03-26,OUT,MAT-005,마시멜로,,,64,봉,5600,358400,63.1,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-26,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.7,원료창고B,,ITALY라인 투입,
2026-03-26,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,13.7,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-26,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.3,원료창고A,,DUBAI라인 투입,
2026-03-26,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.3,원료창고A,,DUBAI라인 투입,
2026-03-26,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.3,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-26,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.9,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-26,OUT,MAT-012,포장재,,,2780,장,1500,4170000,2780.0,자재창고,,전체라인 투입,
2026-03-27,IN,MAT-003,헤이즐넛페이스트,유로넛츠,L260327-01,311,통,18500,5753500,311.0,냉장창고,PO-2603-015,,2026-03-27
2026-03-27,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,80.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-27,OUT,MAT-002,피스타치오페이스트,,,55,통,49000,2695000,54.4,냉장창고,,DUBAI라인 투입,
2026-03-27,OUT,MAT-003,헤이즐넛페이스트,,,51,통,18500,943500,50.3,냉장창고,,ITALY라인 투입,
2026-03-27,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,6.7,원료창고A,,ITALY라인 투입,
2026-03-27,OUT,MAT-005,마시멜로,,,64,봉,5600,358400,63.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-27,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.6,원료창고B,,ITALY라인 투입,
2026-03-27,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,13.7,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-27,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.4,원료창고A,,DUBAI라인 투입,
2026-03-27,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.3,원료창고A,,DUBAI라인 투입,
2026-03-27,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.3,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-27,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,6.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-27,OUT,MAT-012,포장재,,,2780,장,1500,4170000,2780.0,자재창고,,전체라인 투입,
2026-03-28,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,84.7,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-28,OUT,MAT-002,피스타치오페이스트,,,56,통,49000,2744000,55.5,냉장창고,,DUBAI라인 투입,
2026-03-28,OUT,MAT-003,헤이즐넛페이스트,,,50,통,18500,925000,49.6,냉장창고,,ITALY라인 투입,
2026-03-28,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,7.0,원료창고A,,ITALY라인 투입,
2026-03-28,OUT,MAT-005,마시멜로,,,65,봉,5600,364000,64.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-28,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.6,원료창고B,,ITALY라인 투입,
2026-03-28,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,14.3,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-28,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.3,원료창고A,,DUBAI라인 투입,
2026-03-28,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.4,원료창고A,,DUBAI라인 투입,
2026-03-28,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.3,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-28,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,6.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-28,OUT,MAT-012,포장재,,,2800,장,1500,4200000,2800.0,자재창고,,전체라인 투입,
2026-03-31,IN,MAT-001,카다이프,중동식품,L260331-01,17,팩,62500,1062500,85.0,원료창고A,PO-2603-009,,2026-03-31
2026-03-31,IN,MAT-006,다크초콜릿,카카오트레이드,L260331-02,2,백,56250,112500,5.0,원료창고B,PO-2603-032,,2026-03-31
2026-03-31,IN,MAT-007,화이트초콜릿,카카오트레이드,L260331-03,6,백,61250,367500,15.0,원료창고B,PO-2603-037,,2026-03-31
2026-03-31,IN,MAT-009,말차파우더,티파우더,L260331-04,4,파우치,22750,91000,2.0,원료창고A,PO-2603-046,,2026-03-31
2026-03-31,IN,MAT-010,무염버터,한성식품,L260331-05,2,박스,87300,174600,18.0,냉장창고,PO-2603-051,,2026-03-31
2026-03-31,OUT,MAT-001,카다이프,,,17,팩,62500,1062500,81.9,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-31,OUT,MAT-002,피스타치오페이스트,,,55,통,49000,2695000,54.3,냉장창고,,DUBAI라인 투입,
2026-03-31,OUT,MAT-003,헤이즐넛페이스트,,,50,통,18500,925000,49.8,냉장창고,,ITALY라인 투입,
2026-03-31,OUT,MAT-004,헤이즐넛분태,,,7,봉,15300,107100,7.0,원료창고A,,ITALY라인 투입,
2026-03-31,OUT,MAT-005,마시멜로,,,62,봉,5600,347200,62.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-31,OUT,MAT-006,다크초콜릿,,,2,백,56250,112500,3.7,원료창고B,,ITALY라인 투입,
2026-03-31,OUT,MAT-007,화이트초콜릿,,,6,백,61250,367500,13.7,원료창고B,,DUBAI+ITALY라인 투입,
2026-03-31,OUT,MAT-008,코코아파우더,,,3,봉,16200,48600,2.4,원료창고A,,DUBAI라인 투입,
2026-03-31,OUT,MAT-009,말차파우더,,,5,파우치,22750,113750,2.3,원료창고A,,DUBAI라인 투입,
2026-03-31,OUT,MAT-010,무염버터,,,2,박스,87300,174600,14.1,냉장창고,,DUBAI+ITALY라인 투입,
2026-03-31,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.9,원료창고A,,DUBAI+ITALY라인 투입,
2026-03-31,OUT,MAT-012,포장재,,,2760,장,1500,4140000,2760.0,자재창고,,전체라인 투입,
